"COU","Country","IND","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"ISR","Israel","GNLB_GDP","General government fiscal balance as a percentage of GDP","2014","2014",-2.43,,
"ISR","Israel","GNLB_GDP","General government fiscal balance as a percentage of GDP","2015","2015",-1.04,,
"ISR","Israel","GNLB_GDP","General government fiscal balance as a percentage of GDP","2016","2016",-1.37,,
"ISR","Israel","GNLB_GDP","General government fiscal balance as a percentage of GDP","2017","2017",-0.95,,
"GRC","Greece","GNLB_GDP","General government fiscal balance as a percentage of GDP","2007","2007",-6.71,,
"GRC","Greece","GNLB_GDP","General government fiscal balance as a percentage of GDP","2008","2008",-10.18,,
"GRC","Greece","GNLB_GDP","General government fiscal balance as a percentage of GDP","2009","2009",-15.14,,
"GRC","Greece","GNLB_GDP","General government fiscal balance as a percentage of GDP","2010","2010",-11.2,,
"GRC","Greece","GNLB_GDP","General government fiscal balance as a percentage of GDP","2011","2011",-10.28,,
"GRC","Greece","GNLB_GDP","General government fiscal balance as a percentage of GDP","2012","2012",-8.87,,
"GRC","Greece","GNLB_GDP","General government fiscal balance as a percentage of GDP","2013","2013",-13.15,,
"GRC","Greece","GNLB_GDP","General government fiscal balance as a percentage of GDP","2014","2014",-3.56,,
"GRC","Greece","GNLB_GDP","General government fiscal balance as a percentage of GDP","2015","2015",-5.61,,
"GRC","Greece","GNLB_GDP","General government fiscal balance as a percentage of GDP","2016","2016",0.49,,
"GRC","Greece","GNLB_GDP","General government fiscal balance as a percentage of GDP","2017","2017",0.73,,
"GRC","Greece","GNLB_GDP","General government fiscal balance as a percentage of GDP","2018","2018",1.08,,
"PRT","Portugal","GTR_GDP","General government revenues as a percentage of GDP","2007","2007",41.48,,
"PRT","Portugal","GTR_GDP","General government revenues as a percentage of GDP","2008","2008",41.57,,
"PRT","Portugal","GTR_GDP","General government revenues as a percentage of GDP","2009","2009",40.42,,
"PRT","Portugal","GTR_GDP","General government revenues as a percentage of GDP","2010","2010",40.65,,
"PRT","Portugal","GTR_GDP","General government revenues as a percentage of GDP","2011","2011",42.63,,
"PRT","Portugal","GTR_GDP","General government revenues as a percentage of GDP","2012","2012",42.87,,
"PRT","Portugal","GTR_GDP","General government revenues as a percentage of GDP","2013","2013",45.1,,
"PRT","Portugal","GTR_GDP","General government revenues as a percentage of GDP","2014","2014",44.6,,
"PRT","Portugal","GTR_GDP","General government revenues as a percentage of GDP","2015","2015",43.8,,
"PRT","Portugal","GTR_GDP","General government revenues as a percentage of GDP","2016","2016",42.84,,
"PRT","Portugal","GTR_GDP","General government revenues as a percentage of GDP","2017","2017",42.7,,
"PRT","Portugal","GTR_GDP","General government revenues as a percentage of GDP","2018","2018",43.51,,
"SVN","Slovenia","GTE_GDP","General government expenditures as a percentage of GDP","2007","2007",42.19,,
"SVN","Slovenia","GTE_GDP","General government expenditures as a percentage of GDP","2008","2008",43.87,,
"SVN","Slovenia","GTE_GDP","General government expenditures as a percentage of GDP","2009","2009",48.22,,
"SVN","Slovenia","GTE_GDP","General government expenditures as a percentage of GDP","2010","2010",49.26,,
"SVN","Slovenia","GTE_GDP","General government expenditures as a percentage of GDP","2011","2011",50,,
"SVN","Slovenia","GTE_GDP","General government expenditures as a percentage of GDP","2012","2012",48.52,,
"SVN","Slovenia","GTE_GDP","General government expenditures as a percentage of GDP","2013","2013",59.52,,
"SVN","Slovenia","GTE_GDP","General government expenditures as a percentage of GDP","2014","2014",49.87,,
"SVN","Slovenia","GTE_GDP","General government expenditures as a percentage of GDP","2015","2015",47.72,,
"SVN","Slovenia","GTE_GDP","General government expenditures as a percentage of GDP","2016","2016",45.32,,
"SVN","Slovenia","GTE_GDP","General government expenditures as a percentage of GDP","2017","2017",43.17,,
"SVN","Slovenia","GTE_GDP","General government expenditures as a percentage of GDP","2018","2018",42.36,,
"COL","Colombia","GTR_GDP","General government revenues as a percentage of GDP","2014","2014",42.02,,
"COL","Colombia","GTR_GDP","General government revenues as a percentage of GDP","2015","2015",41.86,,
"COL","Colombia","GTR_GDP","General government revenues as a percentage of GDP","2016","2016",38.51,,
"COL","Colombia","GTR_GDP","General government revenues as a percentage of GDP","2017","2017",39.05,,
"LVA","Latvia","GTE_GDP","General government expenditures as a percentage of GDP","2007","2007",33.99,,
"LVA","Latvia","GTE_GDP","General government expenditures as a percentage of GDP","2008","2008",37.65,,
"LVA","Latvia","GTE_GDP","General government expenditures as a percentage of GDP","2009","2009",44.56,,
"LVA","Latvia","GTE_GDP","General government expenditures as a percentage of GDP","2010","2010",45.42,,
"LVA","Latvia","GTE_GDP","General government expenditures as a percentage of GDP","2011","2011",40.48,,
"LVA","Latvia","GTE_GDP","General government expenditures as a percentage of GDP","2012","2012",37.98,,
"LVA","Latvia","GTE_GDP","General government expenditures as a percentage of GDP","2013","2013",37.74,,
"LVA","Latvia","GTE_GDP","General government expenditures as a percentage of GDP","2014","2014",38.07,,
"LVA","Latvia","GTE_GDP","General government expenditures as a percentage of GDP","2015","2015",38.22,,
"LVA","Latvia","GTE_GDP","General government expenditures as a percentage of GDP","2016","2016",36.98,,
"LVA","Latvia","GTE_GDP","General government expenditures as a percentage of GDP","2017","2017",37.81,,
"LVA","Latvia","GTE_GDP","General government expenditures as a percentage of GDP","2018","2018",38.48,,
"HUN","Hungary","GTR_GDP","General government revenues as a percentage of GDP","2007","2007",44.84,,
"HUN","Hungary","GTR_GDP","General government revenues as a percentage of GDP","2008","2008",44.97,,
"HUN","Hungary","GTR_GDP","General government revenues as a percentage of GDP","2009","2009",45.9,,
"HUN","Hungary","GTR_GDP","General government revenues as a percentage of GDP","2010","2010",44.84,,
"HUN","Hungary","GTR_GDP","General government revenues as a percentage of GDP","2011","2011",44.11,,
"HUN","Hungary","GTR_GDP","General government revenues as a percentage of GDP","2012","2012",46.13,,
"HUN","Hungary","GTR_GDP","General government revenues as a percentage of GDP","2013","2013",46.75,,
"HUN","Hungary","GTR_GDP","General government revenues as a percentage of GDP","2014","2014",46.85,,
"HUN","Hungary","GTR_GDP","General government revenues as a percentage of GDP","2015","2015",48.18,,
"HUN","Hungary","GTR_GDP","General government revenues as a percentage of GDP","2016","2016",45.14,,
"HUN","Hungary","GTR_GDP","General government revenues as a percentage of GDP","2017","2017",44.73,,
"HUN","Hungary","GTR_GDP","General government revenues as a percentage of GDP","2018","2018",44.25,,
"IDN","Indonesia","GTR_GDP","General government revenues as a percentage of GDP","2010","2010",20.04,,
"IDN","Indonesia","GTR_GDP","General government revenues as a percentage of GDP","2011","2011",21.01,,
"IDN","Indonesia","GTR_GDP","General government revenues as a percentage of GDP","2012","2012",21.8,,
"IDN","Indonesia","GTR_GDP","General government revenues as a percentage of GDP","2013","2013",21.4,,
"IDN","Indonesia","GTR_GDP","General government revenues as a percentage of GDP","2014","2014",21.03,,
"IDN","Indonesia","GTR_GDP","General government revenues as a percentage of GDP","2015","2015",19.57,,
"IDN","Indonesia","GTR_GDP","General government revenues as a percentage of GDP","2016","2016",19.2,,
"NLD","Netherlands","GTE_GDP","General government expenditures as a percentage of GDP","2007","2007",42.34,,
"NLD","Netherlands","GTE_GDP","General government expenditures as a percentage of GDP","2008","2008",43.11,,
"NLD","Netherlands","GTE_GDP","General government expenditures as a percentage of GDP","2009","2009",47.58,,
"NLD","Netherlands","GTE_GDP","General government expenditures as a percentage of GDP","2010","2010",47.86,,
"NLD","Netherlands","GTE_GDP","General government expenditures as a percentage of GDP","2011","2011",46.79,,
"NLD","Netherlands","GTE_GDP","General government expenditures as a percentage of GDP","2012","2012",46.75,,
"NLD","Netherlands","GTE_GDP","General government expenditures as a percentage of GDP","2013","2013",46.52,,
"NLD","Netherlands","GTE_GDP","General government expenditures as a percentage of GDP","2014","2014",45.74,,
"NLD","Netherlands","GTE_GDP","General government expenditures as a percentage of GDP","2015","2015",44.61,,
"NLD","Netherlands","GTE_GDP","General government expenditures as a percentage of GDP","2016","2016",43.58,,
"NLD","Netherlands","GTE_GDP","General government expenditures as a percentage of GDP","2017","2017",42.5,"P","Provisional value"
"NLD","Netherlands","GTE_GDP","General government expenditures as a percentage of GDP","2018","2018",42.16,"P","Provisional value"
"SVK","Slovak Republic","GTE_GDP","General government expenditures as a percentage of GDP","2007","2007",36.34,,
"SVK","Slovak Republic","GTE_GDP","General government expenditures as a percentage of GDP","2008","2008",36.94,,
"SVK","Slovak Republic","GTE_GDP","General government expenditures as a percentage of GDP","2009","2009",44.08,,
"SVK","Slovak Republic","GTE_GDP","General government expenditures as a percentage of GDP","2010","2010",42.15,,
"SVK","Slovak Republic","GTE_GDP","General government expenditures as a percentage of GDP","2011","2011",40.82,,
"SVK","Slovak Republic","GTE_GDP","General government expenditures as a percentage of GDP","2012","2012",40.63,,
"SVK","Slovak Republic","GTE_GDP","General government expenditures as a percentage of GDP","2013","2013",41.44,,
"SVK","Slovak Republic","GTE_GDP","General government expenditures as a percentage of GDP","2014","2014",42.03,,
"SVK","Slovak Republic","GTE_GDP","General government expenditures as a percentage of GDP","2015","2015",45.09,,
"SVK","Slovak Republic","GTE_GDP","General government expenditures as a percentage of GDP","2016","2016",41.45,,
"SVK","Slovak Republic","GTE_GDP","General government expenditures as a percentage of GDP","2017","2017",40.2,,
"SVK","Slovak Republic","GTE_GDP","General government expenditures as a percentage of GDP","2018","2018",40.63,,
"ISL","Iceland","GNLB_GDP","General government fiscal balance as a percentage of GDP","2007","2007",4.87,,
"ISL","Iceland","GNLB_GDP","General government fiscal balance as a percentage of GDP","2008","2008",-12.85,,
"ISL","Iceland","GNLB_GDP","General government fiscal balance as a percentage of GDP","2009","2009",-9.48,,
"ISL","Iceland","GNLB_GDP","General government fiscal balance as a percentage of GDP","2010","2010",-9.46,,
"ISL","Iceland","GNLB_GDP","General government fiscal balance as a percentage of GDP","2011","2011",-5.41,,
"ISL","Iceland","GNLB_GDP","General government fiscal balance as a percentage of GDP","2012","2012",-3.61,,
"ISL","Iceland","GNLB_GDP","General government fiscal balance as a percentage of GDP","2013","2013",-1.78,,
"ISL","Iceland","GNLB_GDP","General government fiscal balance as a percentage of GDP","2014","2014",-0.07,,
"ISL","Iceland","GNLB_GDP","General government fiscal balance as a percentage of GDP","2015","2015",-0.79,,
"ISL","Iceland","GNLB_GDP","General government fiscal balance as a percentage of GDP","2016","2016",12.43,,
"ISL","Iceland","GNLB_GDP","General government fiscal balance as a percentage of GDP","2017","2017",0.53,,
"ISL","Iceland","GNLB_GDP","General government fiscal balance as a percentage of GDP","2018","2018",1.1,,
"ISL","Iceland","GTE_GDP","General government expenditures as a percentage of GDP","2007","2007",40.59,,
"ISL","Iceland","GTE_GDP","General government expenditures as a percentage of GDP","2008","2008",54.5,,
"ISL","Iceland","GTE_GDP","General government expenditures as a percentage of GDP","2009","2009",47.39,,
"ISL","Iceland","GTE_GDP","General government expenditures as a percentage of GDP","2010","2010",47.78,,
"ISL","Iceland","GTE_GDP","General government expenditures as a percentage of GDP","2011","2011",44.23,,
"ISL","Iceland","GTE_GDP","General government expenditures as a percentage of GDP","2012","2012",43.83,,
"ISL","Iceland","GTE_GDP","General government expenditures as a percentage of GDP","2013","2013",42.4,,
"ISL","Iceland","GTE_GDP","General government expenditures as a percentage of GDP","2014","2014",43.81,,
"ISL","Iceland","GTE_GDP","General government expenditures as a percentage of GDP","2015","2015",41.38,,
"ISL","Iceland","GTE_GDP","General government expenditures as a percentage of GDP","2016","2016",44.51,,
"ISL","Iceland","GTE_GDP","General government expenditures as a percentage of GDP","2017","2017",43.28,,
"ISL","Iceland","GTE_GDP","General government expenditures as a percentage of GDP","2018","2018",41.67,,
"SVK","Slovak Republic","GNLB_GDP","General government fiscal balance as a percentage of GDP","2007","2007",-1.95,,
"SVK","Slovak Republic","GNLB_GDP","General government fiscal balance as a percentage of GDP","2008","2008",-2.43,,
"SVK","Slovak Republic","GNLB_GDP","General government fiscal balance as a percentage of GDP","2009","2009",-7.8,,
"SVK","Slovak Republic","GNLB_GDP","General government fiscal balance as a percentage of GDP","2010","2010",-7.48,,
"SVK","Slovak Republic","GNLB_GDP","General government fiscal balance as a percentage of GDP","2011","2011",-4.28,,
"SVK","Slovak Republic","GNLB_GDP","General government fiscal balance as a percentage of GDP","2012","2012",-4.34,,
"SVK","Slovak Republic","GNLB_GDP","General government fiscal balance as a percentage of GDP","2013","2013",-2.72,,
"SVK","Slovak Republic","GNLB_GDP","General government fiscal balance as a percentage of GDP","2014","2014",-2.7,,
"SVK","Slovak Republic","GNLB_GDP","General government fiscal balance as a percentage of GDP","2015","2015",-2.56,,
"SVK","Slovak Republic","GNLB_GDP","General government fiscal balance as a percentage of GDP","2016","2016",-2.22,,
"SVK","Slovak Republic","GNLB_GDP","General government fiscal balance as a percentage of GDP","2017","2017",-0.79,,
"SVK","Slovak Republic","GNLB_GDP","General government fiscal balance as a percentage of GDP","2018","2018",-0.7,,
"OAVG","OECD - Average","GNLB_GDP","General government fiscal balance as a percentage of GDP","2007","2007",0.61,,
"OAVG","OECD - Average","GNLB_GDP","General government fiscal balance as a percentage of GDP","2008","2008",-1.72,,
"OAVG","OECD - Average","GNLB_GDP","General government fiscal balance as a percentage of GDP","2009","2009",-5.72,,
"OAVG","OECD - Average","GNLB_GDP","General government fiscal balance as a percentage of GDP","2010","2010",-5.7,,
"OAVG","OECD - Average","GNLB_GDP","General government fiscal balance as a percentage of GDP","2011","2011",-4.06,,
"OAVG","OECD - Average","GNLB_GDP","General government fiscal balance as a percentage of GDP","2012","2012",-3.28,,
"OAVG","OECD - Average","GNLB_GDP","General government fiscal balance as a percentage of GDP","2013","2013",-3.02,,
"OAVG","OECD - Average","GNLB_GDP","General government fiscal balance as a percentage of GDP","2014","2014",-2.05,,
"OAVG","OECD - Average","GNLB_GDP","General government fiscal balance as a percentage of GDP","2015","2015",-1.66,,
"OAVG","OECD - Average","GNLB_GDP","General government fiscal balance as a percentage of GDP","2016","2016",-0.56,,
"OAVG","OECD - Average","GNLB_GDP","General government fiscal balance as a percentage of GDP","2017","2017",-0.38,,
"GBR","United Kingdom","GNLB_GDP","General government fiscal balance as a percentage of GDP","2007","2007",-2.64,,
"GBR","United Kingdom","GNLB_GDP","General government fiscal balance as a percentage of GDP","2008","2008",-5.15,,
"GBR","United Kingdom","GNLB_GDP","General government fiscal balance as a percentage of GDP","2009","2009",-10.08,,
"GBR","United Kingdom","GNLB_GDP","General government fiscal balance as a percentage of GDP","2010","2010",-9.28,,
"GBR","United Kingdom","GNLB_GDP","General government fiscal balance as a percentage of GDP","2011","2011",-7.47,,
"GBR","United Kingdom","GNLB_GDP","General government fiscal balance as a percentage of GDP","2012","2012",-8.07,,
"GBR","United Kingdom","GNLB_GDP","General government fiscal balance as a percentage of GDP","2013","2013",-5.34,,
"GBR","United Kingdom","GNLB_GDP","General government fiscal balance as a percentage of GDP","2014","2014",-5.34,,
"GBR","United Kingdom","GNLB_GDP","General government fiscal balance as a percentage of GDP","2015","2015",-4.2,,
"GBR","United Kingdom","GNLB_GDP","General government fiscal balance as a percentage of GDP","2016","2016",-2.9,,
"GBR","United Kingdom","GNLB_GDP","General government fiscal balance as a percentage of GDP","2017","2017",-1.86,,
"GBR","United Kingdom","GNLB_GDP","General government fiscal balance as a percentage of GDP","2018","2018",-1.53,,
"SWE","Sweden","GTE_GDP","General government expenditures as a percentage of GDP","2007","2007",49.28,,
"SWE","Sweden","GTE_GDP","General government expenditures as a percentage of GDP","2008","2008",50.01,,
"SWE","Sweden","GTE_GDP","General government expenditures as a percentage of GDP","2009","2009",52.7,,
"SWE","Sweden","GTE_GDP","General government expenditures as a percentage of GDP","2010","2010",50.76,,
"SWE","Sweden","GTE_GDP","General government expenditures as a percentage of GDP","2011","2011",50.25,,
"SWE","Sweden","GTE_GDP","General government expenditures as a percentage of GDP","2012","2012",51.3,,
"SWE","Sweden","GTE_GDP","General government expenditures as a percentage of GDP","2013","2013",51.95,,
"SWE","Sweden","GTE_GDP","General government expenditures as a percentage of GDP","2014","2014",51.08,,
"SWE","Sweden","GTE_GDP","General government expenditures as a percentage of GDP","2015","2015",49.76,,
"SWE","Sweden","GTE_GDP","General government expenditures as a percentage of GDP","2016","2016",49.8,,
"SWE","Sweden","GTE_GDP","General government expenditures as a percentage of GDP","2017","2017",49.44,,
"SWE","Sweden","GTE_GDP","General government expenditures as a percentage of GDP","2018","2018",49.88,,
"RUS","Russia","GNLB_GDP","General government fiscal balance as a percentage of GDP","2011","2011",3.15,,
"RUS","Russia","GNLB_GDP","General government fiscal balance as a percentage of GDP","2012","2012",1.95,,
"RUS","Russia","GNLB_GDP","General government fiscal balance as a percentage of GDP","2013","2013",-0.19,,
"RUS","Russia","GNLB_GDP","General government fiscal balance as a percentage of GDP","2014","2014",-2.33,,
"RUS","Russia","GNLB_GDP","General government fiscal balance as a percentage of GDP","2015","2015",-1.47,,
"CZE","Czech Republic","GNLB_GDP","General government fiscal balance as a percentage of GDP","2007","2007",-0.65,,
"CZE","Czech Republic","GNLB_GDP","General government fiscal balance as a percentage of GDP","2008","2008",-1.98,,
"CZE","Czech Republic","GNLB_GDP","General government fiscal balance as a percentage of GDP","2009","2009",-5.45,,
"CZE","Czech Republic","GNLB_GDP","General government fiscal balance as a percentage of GDP","2010","2010",-4.19,,
"CZE","Czech Republic","GNLB_GDP","General government fiscal balance as a percentage of GDP","2011","2011",-2.72,,
"CZE","Czech Republic","GNLB_GDP","General government fiscal balance as a percentage of GDP","2012","2012",-3.93,,
"CZE","Czech Republic","GNLB_GDP","General government fiscal balance as a percentage of GDP","2013","2013",-1.25,,
"CZE","Czech Republic","GNLB_GDP","General government fiscal balance as a percentage of GDP","2014","2014",-2.1,,
"CZE","Czech Republic","GNLB_GDP","General government fiscal balance as a percentage of GDP","2015","2015",-0.61,,
"CZE","Czech Republic","GNLB_GDP","General government fiscal balance as a percentage of GDP","2016","2016",0.72,,
"CZE","Czech Republic","GNLB_GDP","General government fiscal balance as a percentage of GDP","2017","2017",1.56,,
"CZE","Czech Republic","GNLB_GDP","General government fiscal balance as a percentage of GDP","2018","2018",0.89,,
"ESP","Spain","GTR_GDP","General government revenues as a percentage of GDP","2007","2007",40.95,,
"ESP","Spain","GTR_GDP","General government revenues as a percentage of GDP","2008","2008",36.74,,
"ESP","Spain","GTR_GDP","General government revenues as a percentage of GDP","2009","2009",34.83,,
"ESP","Spain","GTR_GDP","General government revenues as a percentage of GDP","2010","2010",36.25,,
"ESP","Spain","GTR_GDP","General government revenues as a percentage of GDP","2011","2011",36.19,,
"ESP","Spain","GTR_GDP","General government revenues as a percentage of GDP","2012","2012",37.63,,
"ESP","Spain","GTR_GDP","General government revenues as a percentage of GDP","2013","2013",38.57,,
"ESP","Spain","GTR_GDP","General government revenues as a percentage of GDP","2014","2014",38.88,,
"ESP","Spain","GTR_GDP","General government revenues as a percentage of GDP","2015","2015",38.45,,
"ESP","Spain","GTR_GDP","General government revenues as a percentage of GDP","2016","2016",37.74,,
"ESP","Spain","GTR_GDP","General government revenues as a percentage of GDP","2017","2017",37.92,,
"ESP","Spain","GTR_GDP","General government revenues as a percentage of GDP","2018","2018",38.86,,
"IRL","Ireland","GTR_GDP","General government revenues as a percentage of GDP","2007","2007",36.2,,
"IRL","Ireland","GTR_GDP","General government revenues as a percentage of GDP","2008","2008",34.83,,
"IRL","Ireland","GTR_GDP","General government revenues as a percentage of GDP","2009","2009",33.22,,
"IRL","Ireland","GTR_GDP","General government revenues as a percentage of GDP","2010","2010",33.02,,
"IRL","Ireland","GTR_GDP","General government revenues as a percentage of GDP","2011","2011",33.75,,
"IRL","Ireland","GTR_GDP","General government revenues as a percentage of GDP","2012","2012",33.96,,
"IRL","Ireland","GTR_GDP","General government revenues as a percentage of GDP","2013","2013",34.19,,
"IRL","Ireland","GTR_GDP","General government revenues as a percentage of GDP","2014","2014",33.81,,
"IRL","Ireland","GTR_GDP","General government revenues as a percentage of GDP","2015","2015",27.02,,
"IRL","Ireland","GTR_GDP","General government revenues as a percentage of GDP","2016","2016",26.92,,
"IRL","Ireland","GTR_GDP","General government revenues as a percentage of GDP","2017","2017",26.02,,
"IRL","Ireland","GTR_GDP","General government revenues as a percentage of GDP","2018","2018",25.76,,
"OAVG","OECD - Average","GTE_GDP","General government expenditures as a percentage of GDP","2007","2007",40.56,,
"OAVG","OECD - Average","GTE_GDP","General government expenditures as a percentage of GDP","2008","2008",42.63,,
"OAVG","OECD - Average","GTE_GDP","General government expenditures as a percentage of GDP","2009","2009",46.21,,
"OAVG","OECD - Average","GTE_GDP","General government expenditures as a percentage of GDP","2010","2010",46.16,,
"OAVG","OECD - Average","GTE_GDP","General government expenditures as a percentage of GDP","2011","2011",44.83,,
"OAVG","OECD - Average","GTE_GDP","General government expenditures as a percentage of GDP","2012","2012",44.63,,
"OAVG","OECD - Average","GTE_GDP","General government expenditures as a percentage of GDP","2013","2013",44.83,,
"OAVG","OECD - Average","GTE_GDP","General government expenditures as a percentage of GDP","2014","2014",43.92,,
"OAVG","OECD - Average","GTE_GDP","General government expenditures as a percentage of GDP","2015","2015",43.43,,
"OAVG","OECD - Average","GTE_GDP","General government expenditures as a percentage of GDP","2016","2016",42.57,,
"OAVG","OECD - Average","GTE_GDP","General government expenditures as a percentage of GDP","2017","2017",42.11,,
"LUX","Luxembourg","GNLB_GDP","General government fiscal balance as a percentage of GDP","2007","2007",4.15,,
"LUX","Luxembourg","GNLB_GDP","General government fiscal balance as a percentage of GDP","2008","2008",3.32,,
"LUX","Luxembourg","GNLB_GDP","General government fiscal balance as a percentage of GDP","2009","2009",-0.67,,
"LUX","Luxembourg","GNLB_GDP","General government fiscal balance as a percentage of GDP","2010","2010",-0.66,,
"LUX","Luxembourg","GNLB_GDP","General government fiscal balance as a percentage of GDP","2011","2011",0.51,,
"LUX","Luxembourg","GNLB_GDP","General government fiscal balance as a percentage of GDP","2012","2012",0.35,,
"LUX","Luxembourg","GNLB_GDP","General government fiscal balance as a percentage of GDP","2013","2013",0.98,,
"LUX","Luxembourg","GNLB_GDP","General government fiscal balance as a percentage of GDP","2014","2014",1.32,,
"LUX","Luxembourg","GNLB_GDP","General government fiscal balance as a percentage of GDP","2015","2015",1.43,,
"LUX","Luxembourg","GNLB_GDP","General government fiscal balance as a percentage of GDP","2016","2016",1.85,,
"LUX","Luxembourg","GNLB_GDP","General government fiscal balance as a percentage of GDP","2017","2017",1.43,,
"LUX","Luxembourg","GNLB_GDP","General government fiscal balance as a percentage of GDP","2018","2018",2.41,,
"CAN","Canada","GTR_GDP","General government revenues as a percentage of GDP","2007","2007",41.16,,
"CAN","Canada","GTR_GDP","General government revenues as a percentage of GDP","2008","2008",39.77,,
"CAN","Canada","GTR_GDP","General government revenues as a percentage of GDP","2009","2009",40.4,,
"CAN","Canada","GTR_GDP","General government revenues as a percentage of GDP","2010","2010",39.17,,
"CAN","Canada","GTR_GDP","General government revenues as a percentage of GDP","2011","2011",39.07,,
"CAN","Canada","GTR_GDP","General government revenues as a percentage of GDP","2012","2012",39.2,,
"CAN","Canada","GTR_GDP","General government revenues as a percentage of GDP","2013","2013",39.04,,
"CAN","Canada","GTR_GDP","General government revenues as a percentage of GDP","2014","2014",39.33,,
"CAN","Canada","GTR_GDP","General government revenues as a percentage of GDP","2015","2015",40.77,,
"CAN","Canada","GTR_GDP","General government revenues as a percentage of GDP","2016","2016",40.93,,
"CAN","Canada","GTR_GDP","General government revenues as a percentage of GDP","2017","2017",40.69,,
"CAN","Canada","GTR_GDP","General government revenues as a percentage of GDP","2018","2018",40.89,,
"LTU","Lithuania","GTR_GDP","General government revenues as a percentage of GDP","2007","2007",34.44,,
"LTU","Lithuania","GTR_GDP","General government revenues as a percentage of GDP","2008","2008",35.01,,
"LTU","Lithuania","GTR_GDP","General government revenues as a percentage of GDP","2009","2009",35.78,,
"LTU","Lithuania","GTR_GDP","General government revenues as a percentage of GDP","2010","2010",35.4,,
"LTU","Lithuania","GTR_GDP","General government revenues as a percentage of GDP","2011","2011",33.53,,
"LTU","Lithuania","GTR_GDP","General government revenues as a percentage of GDP","2012","2012",32.96,,
"LTU","Lithuania","GTR_GDP","General government revenues as a percentage of GDP","2013","2013",32.88,,
"LTU","Lithuania","GTR_GDP","General government revenues as a percentage of GDP","2014","2014",34.02,,
"LTU","Lithuania","GTR_GDP","General government revenues as a percentage of GDP","2015","2015",34.64,,
"LTU","Lithuania","GTR_GDP","General government revenues as a percentage of GDP","2016","2016",34.36,,
"LTU","Lithuania","GTR_GDP","General government revenues as a percentage of GDP","2017","2017",33.58,,
"LTU","Lithuania","GTR_GDP","General government revenues as a percentage of GDP","2018","2018",34.67,,
"JPN","Japan","GTR_GDP","General government revenues as a percentage of GDP","2007","2007",32.24,,
"JPN","Japan","GTR_GDP","General government revenues as a percentage of GDP","2008","2008",31.95,,
"JPN","Japan","GTR_GDP","General government revenues as a percentage of GDP","2009","2009",30.92,,
"JPN","Japan","GTR_GDP","General government revenues as a percentage of GDP","2010","2010",30.59,,
"JPN","Japan","GTR_GDP","General government revenues as a percentage of GDP","2011","2011",31.55,,
"JPN","Japan","GTR_GDP","General government revenues as a percentage of GDP","2012","2012",32.31,,
"JPN","Japan","GTR_GDP","General government revenues as a percentage of GDP","2013","2013",33.12,,
"JPN","Japan","GTR_GDP","General government revenues as a percentage of GDP","2014","2014",34.82,,
"JPN","Japan","GTR_GDP","General government revenues as a percentage of GDP","2015","2015",35.78,,
"JPN","Japan","GTR_GDP","General government revenues as a percentage of GDP","2016","2016",35.8,,
"JPN","Japan","GTR_GDP","General government revenues as a percentage of GDP","2017","2017",35.78,,
"BEL","Belgium","GTR_GDP","General government revenues as a percentage of GDP","2007","2007",48.31,,
"BEL","Belgium","GTR_GDP","General government revenues as a percentage of GDP","2008","2008",49.18,,
"BEL","Belgium","GTR_GDP","General government revenues as a percentage of GDP","2009","2009",48.77,,
"BEL","Belgium","GTR_GDP","General government revenues as a percentage of GDP","2010","2010",49.34,,
"BEL","Belgium","GTR_GDP","General government revenues as a percentage of GDP","2011","2011",50.32,,
"BEL","Belgium","GTR_GDP","General government revenues as a percentage of GDP","2012","2012",51.63,,
"BEL","Belgium","GTR_GDP","General government revenues as a percentage of GDP","2013","2013",52.7,,
"BEL","Belgium","GTR_GDP","General government revenues as a percentage of GDP","2014","2014",52.18,,
"BEL","Belgium","GTR_GDP","General government revenues as a percentage of GDP","2015","2015",51.34,,
"BEL","Belgium","GTR_GDP","General government revenues as a percentage of GDP","2016","2016",50.68,,
"BEL","Belgium","GTR_GDP","General government revenues as a percentage of GDP","2017","2017",51.3,,
"BEL","Belgium","GTR_GDP","General government revenues as a percentage of GDP","2018","2018",51.69,,
"ITA","Italy","GTE_GDP","General government expenditures as a percentage of GDP","2007","2007",46.79,,
"ITA","Italy","GTE_GDP","General government expenditures as a percentage of GDP","2008","2008",47.83,,
"ITA","Italy","GTE_GDP","General government expenditures as a percentage of GDP","2009","2009",51.16,,
"ITA","Italy","GTE_GDP","General government expenditures as a percentage of GDP","2010","2010",49.89,,
"ITA","Italy","GTE_GDP","General government expenditures as a percentage of GDP","2011","2011",49.38,,
"ITA","Italy","GTE_GDP","General government expenditures as a percentage of GDP","2012","2012",50.79,,
"ITA","Italy","GTE_GDP","General government expenditures as a percentage of GDP","2013","2013",51.06,,
"ITA","Italy","GTE_GDP","General government expenditures as a percentage of GDP","2014","2014",50.9,,
"ITA","Italy","GTE_GDP","General government expenditures as a percentage of GDP","2015","2015",50.26,,
"ITA","Italy","GTE_GDP","General government expenditures as a percentage of GDP","2016","2016",49.04,,
"ITA","Italy","GTE_GDP","General government expenditures as a percentage of GDP","2017","2017",48.91,,
"ITA","Italy","GTE_GDP","General government expenditures as a percentage of GDP","2018","2018",48.58,,
"KOR","Korea","GNLB_GDP","General government fiscal balance as a percentage of GDP","2007","2007",4.24,,
